grid_id,churn_users,churn_prob,downgrade_users
49QGF-65-64-50,1,0.05,1
49QGF-66-64-50,4,0.17,5
49QGF-67-64-50,1,0.24,1
49QGF-68-64-50,5,0.2,6
49QGF-69-64-50,1,0.07,2
49QGF-70-64-50,2,0.35,2
49QGF-71-64-50,1,0.12,2
49QGF-72-64-50,4,0.17,6
49QGF-73-64-50,2,0.1,3
49QGF-74-64-50,3,0.14,5
49QGF-75-64-50,3,0.15,3
49QGF-76-64-50,2,0.19,3
49QGF-79-64-50,3,0.15,3
49QGF-82-64-50,4,0.18,6
49QGF-83-64-50,1,0.04,1
49QGF-84-64-50,3,0.17,5
49QGF-86-64-50,2,0.18,2
49QGF-87-64-50,1,0.11,1
49QGF-88-64-50,3,0.15,4
49QGF-89-64-50,3,0.16,4
49QGF-90-64-50,2,0.08,3
49QGF-96-64-50,1,0.05,2
49QGF-97-64-50,5,0.2,6
49QGF-99-64-50,1,0.07,2
49QGF-100-64-50,1,0.08,1
49QGF-101-64-50,1,0.07,1
49QGF-102-64-50,2,0.06,3
49QGF-103-64-50,1,0.07,1
49QGF-105-64-50,1,0.04,1
49QGF-106-64-50,1,0.08,1
49QGF-109-64-50,1,0.03,1
49QGF-110-64-50,1,0.06,2
49QGF-112-64-50,2,0.07,3
49QGF-114-64-50,1,0.06,2
49QGF-115-64-50,1,0.07,2
49QGF-116-64-50,1,0.13,2
49QGF-117-64-50,4,0.37,5
49QGF-118-64-50,13,0.47,20
49QGF-119-64-50,8,0.32,12
49QGF-120-64-50,5,0.29,8
49QGF-121-64-50,9,0.31,11
49QGF-122-64-50,5,0.29,6
49QGF-123-64-50,6,0.35,7
49QGF-124-64-50,2,0.32,4
49QGF-125-64-50,3,0.35,5
49QGF-126-64-50,11,0.45,15
49QGF-127-64-50,3,0.29,5
49QGF-128-64-50,14,0.47,21
49QGF-129-64-50,3,0.27,4
49QGF-130-64-50,10,0.37,11
49QGF-131-64-50,2,0.28,3
49QGF-132-64-50,4,0.29,5
49QGF-133-64-50,3,0.31,4
49QGF-134-64-50,6,0.23,6
49QGF-135-64-50,3,0.32,4
49QGF-136-64-50,2,0.11,3
49QGF-43-65-50,1,0.13,2
49QGF-45-65-50,2,0.11,3
49QGF-46-65-50,1,0.06,1
49QGF-47-65-50,2,0.42,3
49QGF-48-65-50,3,0.21,4
49QGF-49-65-50,2,0.23,2
49QGF-50-65-50,7,0.26,8
49QGF-51-65-50,2,0.09,3
49QGF-52-65-50,7,0.29,11
49QGF-53-65-50,2,0.2,3
49QGF-54-65-50,5,0.2,5
49QGF-56-65-50,1,0.14,1
49QGF-58-65-50,1,0.04,2
49QGF-59-65-50,2,0.12,2
49QGF-60-65-50,1,0.18,2
49QGF-61-65-50,3,0.1,3
49QGF-64-65-50,1,0.04,1
49QGF-65-65-50,1,0.1,1
49QGF-66-65-50,2,0.1,2
49QGF-67-65-50,3,0.14,3
49QGF-68-65-50,3,0.12,5
49QGF-69-65-50,4,0.17,5
49QGF-70-65-50,10,0.34,13
49QGF-71-65-50,3,0.13,4
49QGF-72-65-50,5,0.21,8
49QGF-73-65-50,1,0.2,2
49QGF-74-65-50,3,0.12,4
49QGF-75-65-50,4,0.19,4
49QGF-76-65-50,6,0.21,7
49QGF-77-65-50,10,0.35,11
49QGF-84-65-50,1,0.17,1
49QGF-85-65-50,1,0.08,1
49QGF-87-65-50,2,0.08,3
49QGF-91-65-50,4,0.13,4
49QGF-92-65-50,1,0.09,2
49QGF-93-65-50,2,0.08,3
49QGF-94-65-50,1,0.05,1
49QGF-95-65-50,3,0.09,4
49QGF-103-65-50,1,0.08,2
49QGF-105-65-50,2,0.1,3
49QGF-109-65-50,1,0.07,2
49QGF-111-65-50,2,0.08,3
49QGF-113-65-50,1,0.05,1
49QGF-114-65-50,1,0.04,1
49QGF-117-65-50,4,0.24,5
49QGF-118-65-50,13,0.42,23
49QGF-119-65-50,8,0.29,9
49QGF-120-65-50,8,0.43,11
49QGF-121-65-50,6,0.37,7
49QGF-122-65-50,3,0.34,3
49QGF-123-65-50,8,0.34,10
49QGF-124-65-50,1,0.17,1
49QGF-125-65-50,10,0.39,14
49QGF-126-65-50,3,0.23,5
49QGF-127-65-50,1,0.06,1
49QGF-128-65-50,6,0.28,9
49QGF-129-65-50,2,0.29,3
49QGF-130-65-50,1,0.18,1
49QGF-131-65-50,7,0.44,10
49QGF-132-65-50,9,0.31,16
49QGF-133-65-50,7,0.34,8
49QGF-134-65-50,3,0.22,3
49QGF-135-65-50,9,0.41,11
49QGF-136-65-50,4,0.23,4
49QGF-44-66-50,1,0.05,2
49QGF-45-66-50,1,0.07,2
49QGF-46-66-50,1,0.05,2
49QGF-47-66-50,4,0.16,7
49QGF-48-66-50,9,0.31,14
49QGF-49-66-50,4,0.25,6
49QGF-50-66-50,6,0.23,7
49QGF-51-66-50,1,0.06,1
49QGF-52-66-50,5,0.26,9
49QGF-53-66-50,6,0.28,8
49QGF-54-66-50,1,0.26,1
49QGF-55-66-50,3,0.12,4
49QGF-56-66-50,1,0.03,1
49QGF-57-66-50,2,0.08,3
49QGF-58-66-50,1,0.05,2
49QGF-59-66-50,5,0.2,7
49QGF-60-66-50,2,0.09,2
49QGF-61-66-50,1,0.04,2
49QGF-62-66-50,1,0.11,1
49QGF-63-66-50,2,0.09,3
49QGF-64-66-50,8,0.31,11
49QGF-65-66-50,1,0.06,1
49QGF-66-66-50,5,0.19,5
49QGF-67-66-50,6,0.21,6
49QGF-68-66-50,2,0.09,2
49QGF-69-66-50,2,0.14,2
49QGF-70-66-50,6,0.27,10
49QGF-71-66-50,2,0.08,2
49QGF-72-66-50,1,0.12,1
49QGF-73-66-50,4,0.23,5
49QGF-74-66-50,5,0.27,6
49QGF-75-66-50,3,0.16,5
49QGF-76-66-50,3,0.21,5
49QGF-77-66-50,1,0.07,2
49QGF-78-66-50,2,0.12,2
49QGF-79-66-50,1,0.09,2
49QGF-80-66-50,2,0.17,3
49QGF-81-66-50,1,0.05,1
49QGF-83-66-50,1,0.09,1
49QGF-85-66-50,2,0.11,2
49QGF-86-66-50,1,0.07,2
49QGF-90-66-50,1,0.04,1
49QGF-91-66-50,1,0.03,2
49QGF-92-66-50,1,0.11,1
49QGF-96-66-50,2,0.06,3
49QGF-97-66-50,1,0.08,1
49QGF-98-66-50,2,0.13,3
49QGF-99-66-50,1,0.04,2
49QGF-100-66-50,1,0.04,1
49QGF-102-66-50,1,0.05,1
49QGF-103-66-50,2,0.1,2
49QGF-105-66-50,2,0.1,2
49QGF-107-66-50,1,0.03,1
49QGF-110-66-50,2,0.14,2
49QGF-113-66-50,2,0.09,4
49QGF-114-66-50,2,0.09,3
49QGF-116-66-50,1,0.06,1
49QGF-117-66-50,10,0.35,13
49QGF-118-66-50,4,0.29,7
49QGF-119-66-50,2,0.24,3
49QGF-120-66-50,5,0.38,6
49QGF-121-66-50,5,0.36,7
49QGF-122-66-50,2,0.23,2
49QGF-123-66-50,1,0.36,1
49QGF-124-66-50,8,0.42,11
49QGF-125-66-50,7,0.35,10
49QGF-126-66-50,5,0.27,6
49QGF-127-66-50,13,0.44,16
49QGF-128-66-50,10,0.34,14
49QGF-129-66-50,5,0.41,5
49QGF-130-66-50,5,0.26,5
49QGF-131-66-50,4,0.32,4
49QGF-132-66-50,2,0.22,2
49QGF-133-66-50,6,0.25,10
49QGF-134-66-50,4,0.42,7
49QGF-135-66-50,5,0.22,7
49QGF-136-66-50,2,0.31,3
49QGF-43-67-50,1,0.05,2
49QGF-44-67-50,1,0.08,1
49QGF-46-67-50,1,0.14,2
49QGF-47-67-50,8,0.31,12
49QGF-48-67-50,3,0.21,3
49QGF-49-67-50,1,0.15,1
49QGF-50-67-50,1,0.3,1
49QGF-51-67-50,2,0.32,3
49QGF-52-67-50,5,0.3,6
49QGF-53-67-50,6,0.31,6
49QGF-54-67-50,1,0.24,1
49QGF-56-67-50,3,0.12,4
49QGF-57-67-50,1,0.06,1
49QGF-60-67-50,2,0.09,3
49QGF-61-67-50,1,0.05,1
49QGF-63-67-50,6,0.25,7
49QGF-64-67-50,4,0.19,5
49QGF-65-67-50,1,0.06,2
49QGF-66-67-50,1,0.15,2
49QGF-67-67-50,8,0.28,13
49QGF-68-67-50,5,0.21,7
49QGF-69-67-50,2,0.3,2
49QGF-70-67-50,4,0.14,6
49QGF-71-67-50,2,0.14,3
49QGF-72-67-50,2,0.24,3
49QGF-73-67-50,3,0.17,4
49QGF-74-67-50,3,0.21,5
49QGF-75-67-50,5,0.22,6
49QGF-76-67-50,1,0.17,2
49QGF-77-67-50,1,0.02,2
49QGF-79-67-50,1,0.07,2
49QGF-81-67-50,3,0.14,5
49QGF-83-67-50,1,0.13,1
49QGF-84-67-50,1,0.04,1
49QGF-85-67-50,1,0.03,2
49QGF-89-67-50,1,0.05,2
49QGF-92-67-50,1,0.09,1
49QGF-93-67-50,2,0.07,2
49QGF-95-67-50,1,0.06,1
49QGF-96-67-50,1,0.03,1
49QGF-97-67-50,1,0.02,1
49QGF-98-67-50,3,0.11,5
49QGF-99-67-50,1,0.03,2
49QGF-103-67-50,1,0.02,2
49QGF-110-67-50,1,0.07,1
49QGF-112-67-50,1,0.11,1
49QGF-115-67-50,1,0.05,1
49QGF-117-67-50,5,0.23,6
49QGF-118-67-50,3,0.12,4
49QGF-119-67-50,1,0.18,1
49QGF-120-67-50,4,0.26,7
49QGF-121-67-50,1,0.36,1
49QGF-122-67-50,6,0.26,7
49QGF-123-67-50,8,0.28,9
49QGF-124-67-50,6,0.33,8
49QGF-125-67-50,8,0.49,11
49QGF-126-67-50,2,0.27,2
49QGF-127-67-50,7,0.27,10
49QGF-128-67-50,2,0.11,3
49QGF-129-67-50,5,0.39,7
49QGF-130-67-50,7,0.32,10
49QGF-131-67-50,4,0.38,5
49QGF-132-67-50,3,0.25,4
49QGF-133-67-50,5,0.37,8
49QGF-134-67-50,5,0.22,8
49QGF-135-67-50,11,0.38,18
49QGF-136-67-50,7,0.26,9
49QGF-44-68-50,1,0.15,1
49QGF-45-68-50,1,0.03,2
49QGF-47-68-50,1,0.06,1
49QGF-48-68-50,3,0.17,3
49QGF-49-68-50,4,0.26,4
49QGF-50-68-50,1,0.21,1
49QGF-51-68-50,1,0.08,1
49QGF-52-68-50,7,0.25,7
49QGF-53-68-50,3,0.24,4
49QGF-54-68-50,3,0.13,4
49QGF-56-68-50,1,0.03,1
49QGF-65-68-50,1,0.07,1
49QGF-67-68-50,4,0.16,6
49QGF-68-68-50,9,0.32,11
49QGF-69-68-50,1,0.08,1
49QGF-70-68-50,2,0.15,2
49QGF-71-68-50,2,0.14,3
49QGF-72-68-50,4,0.31,6
49QGF-73-68-50,3,0.09,3
49QGF-74-68-50,7,0.28,12
49QGF-75-68-50,5,0.27,8
49QGF-77-68-50,1,0.06,2
49QGF-78-68-50,1,0.06,1
49QGF-80-68-50,1,0.05,2
49QGF-83-68-50,2,0.09,3
49QGF-84-68-50,1,0.15,1
49QGF-85-68-50,1,0.06,1
49QGF-89-68-50,1,0.05,1
49QGF-90-68-50,1,0.03,2
49QGF-91-68-50,1,0.07,1
49QGF-92-68-50,3,0.12,3
49QGF-94-68-50,1,0.04,1
49QGF-97-68-50,2,0.06,4
49QGF-98-68-50,2,0.09,3
49QGF-100-68-50,1,0.08,1
49QGF-101-68-50,1,0.04,1
49QGF-102-68-50,3,0.11,5
49QGF-103-68-50,1,0.08,2
49QGF-108-68-50,1,0.08,1
49QGF-110-68-50,3,0.11,3
49QGF-111-68-50,1,0.03,1
49QGF-112-68-50,1,0.05,1
49QGF-115-68-50,2,0.31,3
49QGF-116-68-50,3,0.31,5
49QGF-117-68-50,3,0.15,4
49QGF-118-68-50,8,0.37,10
49QGF-119-68-50,2,0.2,3
49QGF-120-68-50,5,0.18,5
49QGF-121-68-50,5,0.27,7
49QGF-122-68-50,5,0.34,7
49QGF-123-68-50,2,0.16,3
49QGF-125-68-50,3,0.18,5
49QGF-126-68-50,2,0.14,3
49QGF-127-68-50,4,0.27,6
49QGF-128-68-50,3,0.35,5
49QGF-129-68-50,9,0.32,14
49QGF-130-68-50,6,0.36,9
49QGF-131-68-50,8,0.31,10
49QGF-132-68-50,10,0.37,14
49QGF-133-68-50,6,0.24,9
49QGF-134-68-50,6,0.32,8
49QGF-135-68-50,5,0.32,7
49QGF-136-68-50,10,0.33,14
49QGF-44-69-50,2,0.1,3
49QGF-45-69-50,2,0.06,2
49QGF-49-69-50,9,0.3,14
49QGF-50-69-50,4,0.33,5
49QGF-51-69-50,4,0.16,5
49QGF-52-69-50,1,0.09,2
49QGF-53-69-50,1,0.13,1
49QGF-54-69-50,1,0.05,2
49QGF-58-69-50,1,0.11,2
49QGF-60-69-50,3,0.18,4
49QGF-61-69-50,3,0.15,5
49QGF-63-69-50,6,0.23,6
49QGF-64-69-50,1,0.07,1
49QGF-65-69-50,2,0.1,3
49QGF-66-69-50,2,0.08,3
49QGF-67-69-50,1,0.15,2
49QGF-68-69-50,2,0.2,3
49QGF-69-69-50,2,0.18,3
49QGF-71-69-50,3,0.16,5
49QGF-72-69-50,1,0.14,2
49QGF-73-69-50,4,0.25,6
49QGF-74-69-50,4,0.21,4
49QGF-75-69-50,2,0.15,3
49QGF-77-69-50,2,0.09,2
49QGF-78-69-50,1,0.03,1
49QGF-79-69-50,2,0.11,2
49QGF-81-69-50,1,0.06,2
49QGF-82-69-50,5,0.28,7
49QGF-84-69-50,2,0.19,3
49QGF-86-69-50,2,0.1,2
49QGF-87-69-50,1,0.06,1
49QGF-91-69-50,1,0.05,1
49QGF-93-69-50,2,0.11,3
49QGF-94-69-50,2,0.08,2
49QGF-96-69-50,1,0.16,2
49QGF-97-69-50,1,0.04,1
49QGF-99-69-50,2,0.11,3
49QGF-102-69-50,1,0.04,2
49QGF-104-69-50,1,0.06,2
49QGF-105-69-50,1,0.03,1
49QGF-106-69-50,1,0.03,2
49QGF-108-69-50,2,0.1,3
49QGF-109-69-50,2,0.07,3
49QGF-110-69-50,1,0.1,1
49QGF-113-69-50,1,0.06,1
49QGF-114-69-50,1,0.08,1
49QGF-115-69-50,5,0.42,8
49QGF-116-69-50,12,0.42,18
49QGF-117-69-50,1,0.28,2
49QGF-118-69-50,2,0.34,3
49QGF-119-69-50,1,0.32,1
49QGF-120-69-50,4,0.29,5
49QGF-121-69-50,2,0.42,2
49QGF-122-69-50,2,0.32,3
49QGF-123-69-50,2,0.24,3
49QGF-124-69-50,3,0.3,5
49QGF-125-69-50,8,0.33,14
49QGF-126-69-50,3,0.26,5
49QGF-127-69-50,6,0.29,7
49QGF-128-69-50,9,0.32,10
49QGF-129-69-50,1,0.12,1
49QGF-130-69-50,5,0.3,8
49QGF-131-69-50,5,0.27,6
49QGF-132-69-50,2,0.28,3
49QGF-133-69-50,2,0.25,3
49QGF-134-69-50,5,0.32,9
49QGF-135-69-50,4,0.3,6
49QGF-136-69-50,1,0.3,2
49QGF-43-70-50,3,0.23,4
49QGF-44-70-50,8,0.27,11
49QGF-45-70-50,2,0.3,3
49QGF-46-70-50,3,0.26,3
49QGF-49-70-50,3,0.09,5
49QGF-50-70-50,6,0.22,9
49QGF-52-70-50,1,0.09,1
49QGF-53-70-50,1,0.12,1
49QGF-54-70-50,1,0.06,1
49QGF-55-70-50,1,0.06,1
49QGF-56-70-50,1,0.04,1
49QGF-59-70-50,1,0.13,1
49QGF-61-70-50,4,0.18,6
49QGF-62-70-50,2,0.09,3
49QGF-63-70-50,3,0.19,4
49QGF-64-70-50,1,0.12,1
49QGF-65-70-50,1,0.14,1
49QGF-66-70-50,5,0.17,5
49QGF-67-70-50,1,0.15,1
49QGF-68-70-50,2,0.19,3
49QGF-69-70-50,7,0.25,11
49QGF-70-70-50,3,0.11,5
49QGF-71-70-50,4,0.17,6
49QGF-72-70-50,7,0.32,8
49QGF-73-70-50,5,0.19,5
49QGF-74-70-50,1,0.08,1
49QGF-77-70-50,2,0.08,3
49QGF-78-70-50,2,0.08,3
49QGF-80-70-50,1,0.05,1
49QGF-81-70-50,1,0.03,2
49QGF-82-70-50,2,0.06,4
49QGF-91-70-50,1,0.03,1
49QGF-93-70-50,1,0.07,2
49QGF-94-70-50,2,0.09,3
49QGF-95-70-50,2,0.09,3
49QGF-96-70-50,1,0.13,1
49QGF-99-70-50,2,0.07,3
49QGF-101-70-50,1,0.03,2
49QGF-102-70-50,1,0.09,1
49QGF-103-70-50,1,0.03,2
49QGF-104-70-50,1,0.06,2
49QGF-105-70-50,1,0.07,1
49QGF-107-70-50,1,0.07,1
49QGF-108-70-50,1,0.08,1
49QGF-109-70-50,2,0.21,3
49QGF-110-70-50,1,0.04,2
49QGF-111-70-50,1,0.04,2
49QGF-112-70-50,2,0.06,3
49QGF-115-70-50,5,0.21,8
49QGF-116-70-50,3,0.27,5
49QGF-117-70-50,7,0.27,12
49QGF-118-70-50,9,0.4,11
49QGF-119-70-50,8,0.41,11
49QGF-120-70-50,5,0.19,9
49QGF-121-70-50,4,0.29,5
49QGF-122-70-50,2,0.13,3
49QGF-123-70-50,2,0.3,3
49QGF-124-70-50,9,0.32,11
49QGF-125-70-50,4,0.27,5
49QGF-126-70-50,1,0.31,2
49QGF-127-70-50,1,0.27,1
49QGF-128-70-50,1,0.21,1
49QGF-129-70-50,2,0.18,2
49QGF-130-70-50,3,0.43,4
49QGF-131-70-50,6,0.32,6
49QGF-132-70-50,3,0.24,4
49QGF-133-70-50,2,0.45,2
49QGF-134-70-50,2,0.11,2
49QGF-135-70-50,11,0.4,11
49QGF-136-70-50,6,0.48,8
49QGF-43-71-50,3,0.2,5
49QGF-44-71-50,6,0.29,11
49QGF-45-71-50,2,0.23,3
49QGF-46-71-50,2,0.28,3
49QGF-48-71-50,1,0.08,1
49QGF-49-71-50,1,0.08,2
49QGF-52-71-50,4,0.16,6
49QGF-54-71-50,5,0.19,8
49QGF-55-71-50,2,0.15,4
49QGF-56-71-50,1,0.1,1
49QGF-57-71-50,1,0.13,1
49QGF-60-71-50,1,0.05,2
49QGF-61-71-50,1,0.22,2
49QGF-62-71-50,2,0.1,3
49QGF-63-71-50,3,0.16,4
49QGF-64-71-50,1,0.15,2
49QGF-65-71-50,4,0.26,7
49QGF-67-71-50,5,0.17,6
49QGF-68-71-50,5,0.25,5
49QGF-69-71-50,4,0.23,6
49QGF-70-71-50,7,0.31,12
49QGF-71-71-50,2,0.17,3
49QGF-72-71-50,3,0.26,4
49QGF-73-71-50,2,0.25,2
49QGF-74-71-50,5,0.22,8
49QGF-75-71-50,3,0.28,4
49QGF-76-71-50,1,0.06,1
49QGF-79-71-50,1,0.03,1
49QGF-81-71-50,1,0.07,1
49QGF-82-71-50,1,0.04,2
49QGF-83-71-50,1,0.06,1
49QGF-84-71-50,1,0.07,2
49QGF-88-71-50,1,0.09,2
49QGF-89-71-50,2,0.09,2
49QGF-90-71-50,1,0.05,1
49QGF-92-71-50,2,0.08,3
49QGF-94-71-50,1,0.02,2
49QGF-95-71-50,2,0.07,4
49QGF-96-71-50,1,0.03,2
49QGF-98-71-50,2,0.06,2
49QGF-99-71-50,2,0.06,2
49QGF-100-71-50,1,0.07,1
49QGF-103-71-50,1,0.04,2
49QGF-104-71-50,3,0.1,5
49QGF-110-71-50,1,0.12,2
49QGF-113-71-50,5,0.21,7
49QGF-114-71-50,1,0.06,1
49QGF-115-71-50,9,0.32,9
49QGF-116-71-50,3,0.28,3
49QGF-117-71-50,6,0.28,6
49QGF-118-71-50,3,0.2,5
49QGF-119-71-50,1,0.32,1
49QGF-120-71-50,5,0.3,8
49QGF-121-71-50,5,0.24,5
49QGF-122-71-50,12,0.48,21
49QGF-123-71-50,9,0.29,10
49QGF-124-71-50,1,0.31,2
49QGF-125-71-50,8,0.27,13
49QGF-126-71-50,2,0.08,2
49QGF-127-71-50,3,0.18,4
49QGF-128-71-50,1,0.32,1
49QGF-129-71-50,11,0.35,17
49QGF-130-71-50,1,0.23,1
49QGF-131-71-50,2,0.29,3
49QGF-132-71-50,1,0.34,1
49QGF-133-71-50,1,0.24,1
49QGF-134-71-50,9,0.36,10
49QGF-135-71-50,2,0.43,2
49QGF-136-71-50,2,0.31,3
49QGF-43-72-50,1,0.12,1
49QGF-44-72-50,4,0.17,5
49QGF-45-72-50,2,0.17,3
49QGF-46-72-50,7,0.24,11
49QGF-49-72-50,1,0.06,2
49QGF-51-72-50,1,0.07,1
49QGF-52-72-50,1,0.08,1
49QGF-55-72-50,2,0.09,3
49QGF-56-72-50,2,0.24,3
49QGF-60-72-50,2,0.17,3
49QGF-61-72-50,1,0.16,2
49QGF-63-72-50,4,0.13,5
49QGF-64-72-50,1,0.16,1
49QGF-65-72-50,1,0.22,2
49QGF-67-72-50,5,0.29,6
49QGF-68-72-50,3,0.27,4
49QGF-69-72-50,3,0.25,5
49QGF-70-72-50,7,0.35,8
49QGF-71-72-50,7,0.34,12
49QGF-72-72-50,6,0.24,7
49QGF-73-72-50,7,0.31,9
49QGF-74-72-50,3,0.34,5
49QGF-75-72-50,1,0.29,2
49QGF-76-72-50,2,0.3,3
49QGF-79-72-50,1,0.13,2
49QGF-80-72-50,1,0.07,2
49QGF-81-72-50,1,0.05,1
49QGF-83-72-50,2,0.18,2
49QGF-84-72-50,2,0.06,3
49QGF-86-72-50,1,0.07,1
49QGF-89-72-50,1,0.08,2
49QGF-90-72-50,2,0.1,3
49QGF-92-72-50,1,0.07,2
49QGF-94-72-50,1,0.04,1
49QGF-95-72-50,1,0.05,1
49QGF-98-72-50,1,0.03,1
49QGF-99-72-50,2,0.09,2
49QGF-101-72-50,2,0.08,3
49QGF-102-72-50,1,0.11,2
49QGF-104-72-50,1,0.05,1
49QGF-107-72-50,2,0.06,3
49QGF-109-72-50,4,0.13,7
49QGF-113-72-50,1,0.07,2
49QGF-115-72-50,3,0.35,3
49QGF-116-72-50,3,0.14,4
49QGF-117-72-50,10,0.34,17
49QGF-118-72-50,4,0.2,5
49QGF-119-72-50,5,0.24,8
49QGF-120-72-50,1,0.1,2
49QGF-121-72-50,2,0.33,3
49QGF-122-72-50,1,0.29,2
49QGF-123-72-50,5,0.35,7
49QGF-124-72-50,1,0.28,1
49QGF-125-72-50,1,0.27,1
49QGF-126-72-50,6,0.32,9
49QGF-127-72-50,6,0.33,9
49QGF-128-72-50,8,0.29,9
49QGF-129-72-50,2,0.41,3
49QGF-130-72-50,13,0.46,17
49QGF-131-72-50,3,0.3,3
49QGF-132-72-50,3,0.13,5
49QGF-133-72-50,7,0.29,10
49QGF-134-72-50,9,0.4,10
49QGF-135-72-50,11,0.38,20
49QGF-136-72-50,3,0.38,4
49QGF-43-73-50,2,0.18,3
49QGF-44-73-50,3,0.19,4
49QGF-45-73-50,5,0.29,9
49QGF-46-73-50,4,0.17,5
49QGF-47-73-50,2,0.18,2
49QGF-48-73-50,1,0.04,2
49QGF-49-73-50,2,0.08,2
49QGF-50-73-50,1,0.03,1
49QGF-51-73-50,1,0.14,2
49QGF-52-73-50,2,0.09,3
49QGF-55-73-50,1,0.17,1
49QGF-56-73-50,5,0.16,7
49QGF-57-73-50,2,0.24,2
49QGF-59-73-50,2,0.11,2
49QGF-60-73-50,1,0.06,1
49QGF-61-73-50,1,0.05,2
49QGF-62-73-50,2,0.07,2
49QGF-63-73-50,1,0.13,1
49QGF-66-73-50,1,0.24,1
49QGF-67-73-50,6,0.3,7
49QGF-69-73-50,6,0.26,7
49QGF-70-73-50,2,0.25,3
49QGF-71-73-50,6,0.27,10
49QGF-72-73-50,2,0.36,4
49QGF-73-73-50,3,0.3,4
49QGF-74-73-50,2,0.2,3
49QGF-75-73-50,2,0.2,3
49QGF-76-73-50,3,0.28,5
49QGF-77-73-50,3,0.25,3
49QGF-78-73-50,1,0.03,1
49QGF-82-73-50,3,0.14,3
49QGF-83-73-50,1,0.03,2
49QGF-84-73-50,3,0.12,5
49QGF-85-73-50,1,0.07,2
49QGF-91-73-50,1,0.06,2
49QGF-92-73-50,2,0.08,2
49QGF-93-73-50,1,0.06,1
49QGF-97-73-50,1,0.09,2
49QGF-99-73-50,1,0.04,1
49QGF-101-73-50,2,0.1,3
49QGF-105-73-50,1,0.04,2
49QGF-106-73-50,3,0.09,5
49QGF-108-73-50,1,0.03,2
49QGF-110-73-50,2,0.07,3
49QGF-112-73-50,1,0.06,2
49QGF-113-73-50,1,0.07,2
49QGF-114-73-50,1,0.07,1
49QGF-115-73-50,1,0.16,1
49QGF-116-73-50,1,0.2,2
49QGF-117-73-50,6,0.26,7
49QGF-118-73-50,5,0.36,5
49QGF-119-73-50,2,0.13,4
49QGF-120-73-50,2,0.39,3
49QGF-121-73-50,5,0.38,8
49QGF-122-73-50,2,0.34,4
49QGF-123-73-50,7,0.35,12
49QGF-124-73-50,5,0.19,7
49QGF-125-73-50,6,0.37,9
49QGF-126-73-50,1,0.34,1
49QGF-127-73-50,1,0.26,2
49QGF-128-73-50,7,0.4,9
49QGF-129-73-50,1,0.12,1
49QGF-130-73-50,5,0.24,6
49QGF-131-73-50,6,0.38,6
49QGF-132-73-50,6,0.21,7
49QGF-133-73-50,3,0.43,5
49QGF-134-73-50,4,0.32,7
49QGF-135-73-50,3,0.37,4
49QGF-136-73-50,3,0.16,4
49QGF-43-74-50,2,0.15,3
49QGF-44-74-50,7,0.25,8
49QGF-45-74-50,1,0.09,2
49QGF-46-74-50,3,0.28,3
49QGF-47-74-50,1,0.11,1
49QGF-48-74-50,3,0.16,4
49QGF-49-74-50,1,0.05,1
49QGF-51-74-50,1,0.04,1
49QGF-53-74-50,1,0.04,1
49QGF-54-74-50,1,0.08,2
49QGF-56-74-50,2,0.12,3
49QGF-58-74-50,1,0.04,1
49QGF-60-74-50,2,0.16,3
49QGF-62-74-50,1,0.1,1
49QGF-63-74-50,1,0.04,1
49QGF-64-74-50,4,0.16,5
49QGF-65-74-50,6,0.34,7
49QGF-66-74-50,4,0.17,4
49QGF-67-74-50,7,0.29,11
49QGF-68-74-50,5,0.24,8
49QGF-69-74-50,1,0.12,2
49QGF-70-74-50,2,0.26,2
49QGF-71-74-50,2,0.28,2
49QGF-72-74-50,1,0.29,2
49QGF-73-74-50,6,0.29,9
49QGF-74-74-50,5,0.28,8
49QGF-75-74-50,3,0.23,4
49QGF-76-74-50,4,0.25,5
49QGF-77-74-50,2,0.19,3
49QGF-78-74-50,3,0.28,5
49QGF-79-74-50,7,0.27,9
49QGF-80-74-50,1,0.08,1
49QGF-81-74-50,2,0.07,2
49QGF-82-74-50,1,0.19,1
49QGF-83-74-50,4,0.15,6
49QGF-84-74-50,1,0.15,2
49QGF-85-74-50,4,0.24,5
49QGF-86-74-50,2,0.23,3
49QGF-87-74-50,3,0.26,5
49QGF-91-74-50,3,0.11,5
49QGF-92-74-50,2,0.08,2
49QGF-95-74-50,1,0.08,1
49QGF-97-74-50,1,0.04,1
49QGF-98-74-50,1,0.05,1
49QGF-99-74-50,1,0.04,1
49QGF-101-74-50,1,0.05,1
49QGF-103-74-50,2,0.07,2
49QGF-104-74-50,2,0.07,3
49QGF-105-74-50,2,0.13,3
49QGF-107-74-50,1,0.08,1
49QGF-111-74-50,2,0.08,3
49QGF-112-74-50,2,0.09,3
49QGF-113-74-50,2,0.06,3
49QGF-116-74-50,3,0.26,4
49QGF-118-74-50,2,0.17,3
49QGF-119-74-50,2,0.26,3
49QGF-120-74-50,1,0.24,1
49QGF-121-74-50,3,0.29,5
49QGF-122-74-50,4,0.32,4
49QGF-123-74-50,1,0.21,1
49QGF-124-74-50,2,0.06,3
49QGF-125-74-50,1,0.09,1
49QGF-126-74-50,5,0.26,6
49QGF-127-74-50,2,0.31,3
49QGF-128-74-50,8,0.29,10
49QGF-130-74-50,2,0.38,3
49QGF-131-74-50,2,0.15,2
